peak	chr	start	end	length	pileup	neg.log10p	fold.enrichment	neg.log10.q	tag	d	i.chr	i.start	i.end	id	ensembl.id	strand	gene.type	rep3.match
nup153_broad_peak_14069	chr16	35234385	35235482	1098	15.45	553.243	335.053	310.058	GENE	87499	chr16	35146491	35146887	PPP1R1AP2	ENSG00000261084	+	pseudogene	 
nup153_broad_peak_40056	chrY	13812650	13814245	1596	15.48	686.519	40.205	424.819	GENE	87514	chrY	13901758	13903233	RCC2P1	ENSG00000234385	-	pseudogene	R1_R2_R3_10kb
nup153_broad_peak_7669	chr12	9434906	9435945	1040	17.04	112.646	604.867	81.599	LAD	87623	chr12	9257574	9347284	chr12_9257574_9347284				 
nup153_broad_peak_30476	chr5	163034012	163035200	1189	13.99	693.103	421.618	432.054	GENE	87671	chr5	162930120	162946342	MAT2B	ENSG00000038274	+	protein_coding	 
nup153_broad_peak_37274	chr9	16284126	16285135	1010	13.02	862.846	557.426	573.786	LAD	87719	chr9	16372853	16496744	chr9_16372853_16496744				 
nup153_broad_peak_2699	chr1	199991939	199992969	1031	16.61	111.044	626.787	807.238	LAD	87775	chr1	199808155	199904165	chr1_199808155_199904165				 
nup153_broad_peak_22862	chr21	24166056	24167094	1039	14.72	844.613	523.292	560.614	GENE	87810	chr21	24254903	24256321	AP000949.1	ENSG00000225906	+	pseudogene	 
nup153_broad_peak_22601	chr20	54767592	54769497	1906	7.47	517.911	42.136	276.953	LAD	88202	chr20	54650582	54679391	chr20_54650582_54679391				 
nup153_broad_peak_37697	chr9	69989725	69991079	1355	13.19	673.342	436.906	411.872	GENE	88245	chr9	69891208	69901481	AC125634.1	ENSG00000223602	-	pseudogene	 
nup153_broad_peak_31519	chr6	61906990	61908093	1104	11.14	509.142	37.958	272.176	GENE	88311	chr6	61996403	61996816	RP1-91N13.1	ENSG00000220030	-	pseudogene	 
nup153_broad_peak_22738	chr21	10773001	10774235	1235	20.97	678.914	343.334	417.202	GENE	88388	chr21	10862622	10863067	IGHV1OR21-1	ENSG00000169861	+	IG_V_gene	 
nup153_broad_peak_36320	chr8	86751469	86753374	1906	11.92	422.695	31.653	200.916	LAD	88456	chr8	86841829	87345063	chr8_86841829_87345063				 
nup153_broad_peak_40037	chrY	13657915	13660104	2190	11.08	500.861	364.243	265.527	GAP	88475	chrY	13748578	13798578					 
nup153_broad_peak_31928	chr6	99980019	99981083	1065	8.89	456.659	365.008	231.337	LAD	88590	chr6	100069672	100552726	chr6_100069672_100552726				 
nup153_broad_peak_21806	chr20	8753701	8754994	1294	7.64	520.524	429.807	278.988	LAD	88636	chr20	8843629	8884383	chr20_8843629_8884383				 
nup153_broad_peak_17233	chr18	72673138	72674230	1093	11.52	809.359	551.724	527.462	LAD	88641	chr18	72560751	72584498	chr18_72560751_72584498				 
nup153_broad_peak_37619	chr9	66773010	66774177	1168	9.15	55.702	42.587	311.966	GAP	89167	chr9	66863343	66913343					 
nup153_broad_peak_6284	chr11	59552599	59553656	1058	19	823.197	427.166	540.636	LAD	89201	chr11	59642856	59741644	chr11_59642856_59741644				 
nup153_broad_peak_18837	chr2	20983159	20984198	1040	15.51	140.298	821.776	106.047	LAD	89271	chr2	21073468	21119841	chr2_21073468_21119841				 
nup153_broad_peak_37698	chr9	69991678	69994320	2643	12.2	759.052	482.568	493.667	GENE	89282	chr9	70083601	70087216	BMS1P12	ENSG00000224599	-	pseudogene	 
nup153_broad_peak_17872	chr19	27821216	27822284	1069	13.19	685.763	45.074	420.443	GAP	89435	chr19	27681782	27731782					 
nup153_broad_peak_25642	chr3	136819444	136820867	1424	9.67	599.553	442.929	348.879	GENE	89518	chr3	136665072	136729927	IL20RB	ENSG00000174564	+	protein_coding	 
nup153_broad_peak_7109	chr11	114668927	114670002	1076	22.99	123.092	546.502	907.176	GENE	89566	chr11	114549108	114579362	NXPE2	ENSG00000204361	+	protein_coding	 
nup153_broad_peak_28969	chr5	38064781	38065882	1102	14.82	100.225	601.501	698.273	LAD	89753	chr5	37955684	37975029	chr5_37955684_37975029				 
nup153_broad_peak_14070	chr16	35236648	35237716	1069	15.65	678.713	391.299	417.903	GENE	89762	chr16	35146491	35146887	PPP1R1AP2	ENSG00000261084	+	pseudogene	 
nup153_broad_peak_20648	chr2	169763015	169765002	1988	14.16	574.601	358.394	328.573	LAD	90024	chr2	169855025	169953249	chr2_169855025_169953249				 
nup153_broad_peak_40055	chrY	13810304	13811723	1420	39.96	155.979	460.811	120.609	GENE	90036	chrY	13901758	13903233	RCC2P1	ENSG00000234385	-	pseudogene	R1_R2_R3_10kb
nup153_broad_peak_13070	chr15	84282741	84283784	1044	8.69	615.645	48.195	357.404	LAD	90065	chr15	84176932	84192677	chr15_84176932_84192677				 
nup153_broad_peak_26273	chr3	187993613	187994742	1130	16.56	107.863	596.285	770.908	LAD	90183	chr3	188084924	188100951	chr3_188084924_188100951				 
nup153_broad_peak_1855	chr1	119754661	119755756	1096	7.46	466.578	393.303	238.198	LAD	90281	chr1	119648595	119664381	chr1_119648595_119664381				 
nup153_broad_peak_3852	chr10	20975883	20978454	2572	9.26	626.481	474.507	372.327	GENE	90449	chr10	21068902	21463116	NEBL	ENSG00000078114	-	protein_coding	 
nup153_broad_peak_30382	chr5	156566693	156567796	1104	16.42	816.474	455.532	536.776	LAD	90677	chr5	156393115	156476017	chr5_156393115_156476017				 
nup153_broad_peak_9646	chr13	32221557	32222696	1140	12.41	104.107	665.747	735.135	GENE	90979	chr13	32313674	32377009	RXFP2	ENSG00000133105	+	protein_coding	 
nup153_broad_peak_9883	chr13	49156337	49157517	1181	18.13	564.345	321.265	316.963	LAD	90992	chr13	49248508	49302928	chr13_49248508_49302928				 
nup153_broad_peak_22746	chr21	10789525	10791006	1482	14.44	454.625	304.465	22.823	GAP	91630	chr21	10647896	10697896					 
nup153_broad_peak_28603	chr5	6861953	6862967	1015	11.44	928.303	619.352	634.857	LAD	91651	chr5	6954617	6977519	chr5_6954617_6977519				 
nup153_broad_peak_10535	chr14	19017374	19018537	1164	10.84	495.051	364.645	260.964	GENE	91667	chr14	19110203	19118336	RP11-754I20.1	ENSG00000215398	+	pseudogene	 
nup153_broad_peak_2680	chr1	198399332	198400370	1039	15.6	120.161	68.982	880.336	GENE	91983	chr1	198492352	198510075	ATP6V1G3	ENSG00000151418	-	protein_coding	 
nup153_broad_peak_14071	chr16	35239205	35240243	1039	30.82	111.433	39.919	808.755	GENE	92319	chr16	35146491	35146887	PPP1R1AP2	ENSG00000261084	+	pseudogene	 
nup153_broad_peak_37742	chr9	72916721	72917756	1036	13.96	115.423	711.138	839.767	LAD	92341	chr9	72755617	72824381	chr9_72755617_72824381				 
nup153_broad_peak_25332	chr3	113847027	113848168	1142	6.78	449.143	38.703	22.054	LAD	92533	chr3	113729194	113754495	chr3_113729194_113754495				 
nup153_broad_peak_10611	chr14	24123567	24125218	1652	11.53	477.631	33.493	247.017	LAD	92724	chr14	24217941	24238682	chr14_24217941_24238682				 
nup153_broad_peak_5565	chr11	4581487	4583287	1801	12.11	796.738	525.953	520.706	LAD	92817	chr11	4676103	5270530	chr11_4676103_5270530				 
nup153_broad_peak_32764	chr6	164354707	164356148	1442	7.15	476.928	405.509	242.339	GENE	92826	chr6	164261593	164261882	RN7SL366P	ENSG00000266128	+	misc_RNA	 
nup153_broad_peak_3961	chr10	28614113	28615215	1103	8.9	654.743	488.379	395.352	LAD	93049	chr10	28076900	28521065	chr10_28076900_28521065				 
nup153_broad_peak_2466	chr1	178982210	178983758	1549	17.23	141.768	758.286	108.295	LAD	93494	chr1	178746893	178888717	chr1_178746893_178888717				 
nup153_broad_peak_16082	chr17	69922847	69924395	1549	9.96	553.955	419.586	309.904	GENE	93598	chr17	70017992	70030233	AC005152.3	ENSG00000228639	-	lincRNA	 
nup153_broad_peak_37618	chr9	66768523	66769685	1163	10.34	495.899	37.252	260.531	GAP	93659	chr9	66863343	66913343					 
nup153_broad_peak_13991	chr16	31455254	31456381	1128	15.85	784.092	446.909	50.914	LAD	93720	chr16	31550100	31697521	chr16_31550100_31697521				 
nup153_broad_peak_31518	chr6	61900984	61902624	1641	8.75	435.025	353.685	211.492	GENE	93780	chr6	61996403	61996816	RP1-91N13.1	ENSG00000220030	-	pseudogene	 
nup153_broad_peak_28544	chr5	3312967	3315129	2163	7.75	549.159	435.686	302.642	LAD	94123	chr5	3409251	3447792	chr5_3409251_3447792				 
nup153_broad_peak_19951	chr2	108267193	108268314	1122	17.85	750.313	414.477	476.968	GENE	94412	chr2	108145943	108172782	AC096669.3	ENSG00000224568	+	lincRNA	 
nup153_broad_peak_1735	chr1	111729710	111730729	1020	20.88	182.264	896.004	145.378	LAD	94845	chr1	111610997	111634866	chr1_111610997_111634866				 
nup153_broad_peak_33773	chr7	57991701	57993893	2193	25.03	702.056	314.384	437.253	GENE	94950	chr7	57888037	57896752	RP11-548K12.12	ENSG00000231484	+	pseudogene	 
nup153_broad_peak_3051	chr1	221891231	221893011	1781	12.02	918.065	622.804	6.241	LAD	95059	chr1	221730643	221796173	chr1_221730643_221796173				 
nup153_broad_peak_20773	chr2	178547402	178548404	1003	6.68	435.435	382.305	207.855	LAD	95245	chr2	178643648	178661656	chr2_178643648_178661656				 
nup153_broad_peak_33271	chr7	24247947	24248991	1045	12.84	842.087	535.604	561.283	LAD	95605	chr7	24090309	24152343	chr7_24090309_24152343				 
nup153_broad_peak_40036	chrY	13650090	13652911	2822	16.34	614.378	362.618	361.304	GAP	95668	chrY	13748578	13798578					 
nup153_broad_peak_36565	chr8	105605835	105606842	1008	14.32	64.491	399.169	390.375	LAD	95672	chr8	105702513	105786926	chr8_105702513_105786926				 
nup153_broad_peak_977	chr1	48482387	48483675	1289	7.96	519.289	412.213	278.856	LAD	95733	chr1	48579407	48651210	chr1_48579407_48651210				 
nup153_broad_peak_22737	chr21	10765223	10766465	1243	15.13	508.874	32.332	271.793	GENE	96158	chr21	10862622	10863067	IGHV1OR21-1	ENSG00000169861	+	IG_V_gene	 
nup153_broad_peak_14585	chr16	77127406	77128446	1041	8.18	540.139	426.577	297.402	GENE	96287	chr16	77224732	77236302	MON1B	ENSG00000103111	+	protein_coding	 
nup153_broad_peak_24650	chr3	54619737	54620839	1103	8.83	60.263	473.303	351.583	LAD	96408	chr3	54483170	54523330	chr3_54483170_54523330				 
nup153_broad_peak_31386	chr6	47043147	47044554	1408	10.57	793.845	568.922	513.362	LAD	96582	chr6	47141135	47175504	chr6_47141135_47175504				 
nup153_broad_peak_36692	chr8	118709057	118710118	1062	9.37	530.242	413.586	289.152	GENE	96612	chr8	118806729	119124092	EXT1	ENSG00000182197	-	protein_coding	 
nup153_broad_peak_6133	chr11	48803938	48805002	1065	10.05	625.435	482.316	368.073	GENE	96662	chr11	48901663	48906789	RP11-56P9.5	ENSG00000255551	+	pseudogene	 
nup153_broad_peak_1881	chr1	121384523	121388616	4094	10.67	63.662	449.734	383.853	GAP	96819	chr1	121485434	121535434					 
nup153_broad_peak_27098	chr4	54854825	54855906	1082	7.79	524.638	418.174	287.533	LAD	96840	chr4	54725360	54757986	chr4_54725360_54757986				 
nup153_broad_peak_34185	chr7	80648687	80649799	1113	8.25	541.398	427.123	297.181	GENE	97013	chr7	80371854	80551675	SEMA3C	ENSG00000075223	-	protein_coding	 
nup153_broad_peak_36327	chr8	86823736	86825331	1596	15.45	536.548	333.608	296.585	GAP	97286	chr8	86576451	86726451					 
nup153_broad_peak_15230	chr17	25593728	25595094	1367	16.04	909.503	503.314	625.899	LAD	97308	chr17	25263006	25496421	chr17_25263006_25496421				 
nup153_broad_peak_22748	chr21	10795221	10796868	1648	15.97	486.598	307.882	252.841	GAP	97326	chr21	10647896	10697896					 
nup153_broad_peak_33774	chr7	57994410	57995868	1459	19.76	546.062	303.225	304.806	GENE	97659	chr7	57888037	57896752	RP11-548K12.12	ENSG00000231484	+	pseudogene	 
nup153_broad_peak_10093	chr13	73364512	73365611	1100	16.23	492.298	302.618	259.311	LAD	97909	chr13	67814584	73266604	chr13_67814584_73266604				 
nup153_broad_peak_19952	chr2	108270722	108271733	1012	11.87	943.429	640.389	64.369	GENE	97941	chr2	108145943	108172782	AC096669.3	ENSG00000224568	+	lincRNA	 
nup153_broad_peak_5185	chr10	113765242	113766330	1089	13.14	110.657	688.972	796.417	LAD	97946	chr10	113601802	113667297	chr10_113601802_113667297				 
nup153_broad_peak_55	chr1	4048086	4049094	1009	10.98	882.827	596.182	594.061	LAD	98154	chr1	4147247	4176358	chr1_4147247_4176358				 
nup153_broad_peak_25766	chr3	148774446	148775554	1109	10.96	457.095	338.138	22.875	LAD	98214	chr3	143574249	148676233	chr3_143574249_148676233				 
nup153_broad_peak_28285	chr4	174269629	174271195	1567	8.34	495.848	397.391	262.812	LAD	98366	chr4	174369560	174403486	chr4_174369560_174403486				 
nup153_broad_peak_38450	chr9	120251314	120252373	1060	24.23	114.094	515.123	823.768	LAD	98429	chr9	120350801	120387337	chr9_120350801_120387337				 
nup153_broad_peak_29006	chr5	42088606	42089835	1230	11.83	907.762	582.233	625.646	GENE	98534	chr5	42188368	42191625	RP11-112L7.1	ENSG00000260786	+	lincRNA	 
nup153_broad_peak_21206	chr2	213881158	213882203	1046	15.18	128.771	762.623	954.282	LAD	98574	chr2	213736579	213782585	chr2_213736579_213782585				 
nup153_broad_peak_21777	chr20	6308462	6309490	1029	7.16	486.704	406.013	250.646	GENE	98868	chr20	6209441	6209595	AL109618.1	ENSG00000221449	-	miRNA	 
nup153_broad_peak_35629	chr8	30602623	30603651	1029	12.87	629.837	415.411	374.119	LAD	99042	chr8	30702692	30749061	chr8_30702692_30749061				 
nup153_broad_peak_40035	chrY	13647649	13649509	1861	16.75	726.706	398.674	460.405	GAP	99070	chrY	13748578	13798578					 
nup153_broad_peak_26280	chr3	188622801	188623902	1102	14.63	57.745	363.965	32.871	LAD	99114	chr3	188723015	188748669	chr3_188723015_188748669				 
nup153_broad_peak_33763	chr7	57953445	57955012	1568	9.9	487.449	376.168	254.818	GAP	99320	chr7	58054331	61054331					 
nup153_broad_peak_27942	chr4	141514007	141515063	1057	28.29	156.095	595.481	120.765	LAD	99335	chr4	141358810	141414673	chr4_141358810_141414673				 
nup153_broad_peak_3421	chr1	243475510	243476603	1094	14.35	618.106	384.797	364.613	LAD	99480	chr1	243296360	243376031	chr1_243296360_243376031				R1_R2_R3_10kb
nup153_broad_peak_22736	chr21	10761827	10763129	1303	15.09	477.409	305.037	247.735	GENE	99494	chr21	10862622	10863067	IGHV1OR21-1	ENSG00000169861	+	IG_V_gene	R1_R2_R3_10kb
nup153_broad_peak_22749	chr21	10797462	10800514	3053	17.54	556.898	321.667	313.967	GAP	99567	chr21	10647896	10697896					 
nup153_broad_peak_1504	chr1	91625336	91626426	1091	7.92	551.003	444.149	30.518	GENE	99898	chr1	91726323	91870426	HFM1	ENSG00000162669	-	protein_coding	 
nup153_broad_peak_31039	chr6	23225409	23226509	1101	9.31	691.076	51.298	425.875	GENE	100095	chr6	23125209	23125315	RNU6-1060P	ENSG00000207394	-	snRNA	 
nup153_broad_peak_30822	chr6	8204209	8205414	1206	14.76	129.977	777.757	966.742	GENE	101399	chr6	8073593	8102811	EEF1E1	ENSG00000124802	-	protein_coding	 
nup153_broad_peak_39032	chrX	19259482	19260596	1115	10.77	874.172	585.963	590.411	GENE	101416	chrX	19362011	19379823	PDHA1	ENSG00000131828	+	protein_coding	 
nup153_broad_peak_14073	chr16	35248762	35252084	3323	7.79	54.028	435.001	296.234	GENE	101876	chr16	35146491	35146887	PPP1R1AP2	ENSG00000261084	+	pseudogene	 
nup153_broad_peak_28544	chr5	3312967	3315129	2163	7.75	549.159	435.686	302.642	GENE	102138	chr5	3417266	3536208	LINC01019	ENSG00000248118	-	lincRNA	 
nup153_broad_peak_20863	chr2	185359877	185360882	1006	8	448.119	373.678	220.277	GENE	102212	chr2	185463093	185804219	ZNF804A	ENSG00000170396	+	protein_coding	 
nup153_broad_peak_2147	chr1	157379442	157380883	1442	6.77	432.074	378.469	207.942	GENE	102285	chr1	157483167	157522310	FCRL5	ENSG00000143297	-	protein_coding	 
nup153_broad_peak_18856	chr2	22980085	22981178	1094	7.37	509.168	416.812	269.194	GENE	103247	chr2	23084424	23084756	RN7SKP27	ENSG00000222616	+	misc_RNA	 
nup153_broad_peak_29607	chr5	91531516	91532749	1234	9.63	716.736	513.451	450.031	GAP	103380	chr5	91636128	91686128					 
nup153_broad_peak_22735	chr21	10755027	10758953	3927	16.14	56.288	333.424	318.888	GENE	103670	chr21	10862622	10863067	IGHV1OR21-1	ENSG00000169861	+	IG_V_gene	R1_R2_R3_10kb
nup153_broad_peak_1893	chr1	121426264	121427704	1441	7.77	503.368	411.071	269.279	GENE	103943	chr1	121315744	121322322	RP11-344P13.1	ENSG00000224857	-	lincRNA	 
nup153_broad_peak_33702	chr7	52495855	52496932	1078	17.22	105.254	587.672	745.233	GENE	104271	chr7	52391494	52391585	snoU13	ENSG00000238506	-	snoRNA	 
nup153_broad_peak_37653	chr9	67620873	67622158	1286	12.42	568.837	389.437	321.271	GAP	104578	chr9	67366296	67516296					R1_R2_R3_10kb
nup153_broad_peak_1879	chr1	121379069	121380554	1486	7.93	544.905	439.524	301.013	GAP	104881	chr1	121485434	121535434					 
nup153_broad_peak_22750	chr21	10805148	10808123	2976	28.98	815.433	321.465	537.934	GAP	107253	chr21	10647896	10697896					R1_R2_R3_10kb
nup153_broad_peak_22734	chr21	10751596	10753377	1782	18.88	831.787	427.009	548.101	GENE	109246	chr21	10862622	10863067	IGHV1OR21-1	ENSG00000169861	+	IG_V_gene	R1_R2_R3_10kb
nup153_broad_peak_8516	chr12	73932105	73933134	1030	14.24	110.645	657.158	795.118	GENE	109313	chr12	74042446	74042819	RP11-166B14.1	ENSG00000243164	+	pseudogene	 
nup153_broad_peak_33777	chr7	58006361	58009852	3492	11.89	677.294	45.696	418.354	GENE	109610	chr7	57888037	57896752	RP11-548K12.12	ENSG00000231484	+	pseudogene	R1_R2_R3_10kb
nup153_broad_peak_37893	chr9	82860446	82861590	1145	11.46	767.586	519.192	495.759	GENE	110355	chr9	82971944	82975253	NPAP1P4	ENSG00000236521	-	pseudogene	 
nup153_broad_peak_22751	chr21	10808690	10811753	3064	21.35	861.355	400.767	580.607	GAP	110795	chr21	10647896	10697896					R1_R2_R3_10kb
nup153_broad_peak_39922	chrX	144448991	144449996	1006	12.03	101.123	648.577	707.964	GENE	111360	chrX	144328348	144337632	SPANXN1	ENSG00000203923	+	protein_coding	 
nup153_broad_peak_22733	chr21	10748520	10750977	2458	11.86	522.976	375.784	284.248	GENE	111646	chr21	10862622	10863067	IGHV1OR21-1	ENSG00000169861	+	IG_V_gene	 
nup153_broad_peak_1877	chr1	121369988	121372325	2338	8.65	553.007	425.804	314.356	GAP	113110	chr1	121485434	121535434					 
nup153_broad_peak_33759	chr7	57940018	57941110	1093	7.66	533.243	42.785	290.233	GAP	113222	chr7	58054331	61054331					 
nup153_broad_peak_38284	chr9	111274388	111275465	1078	18.12	174.404	9.516	137.405	GENE	113649	chr9	111389113	111389430	RP11-220D10.1	ENSG00000169253	+	pseudogene	 
nup153_broad_peak_11593	chr14	86209901	86210924	1024	8.8	614.244	487.566	355.987	GENE	114868	chr14	85996488	86095034	FLRT2	ENSG00000185070	+	protein_coding	 
nup153_broad_peak_33816	chr7	61192903	61194955	2053	6.89	442.351	381.157	216.398	GAP	115559	chr7	61310513	61360513					 
nup153_broad_peak_22752	chr21	10813544	10814878	1335	9.72	441.002	344.712	216.162	GAP	115649	chr21	10647896	10697896					R1_R2_R3_10kb
nup153_broad_peak_14041	chr16	33905645	33907427	1783	12.23	537.215	377.964	295.426	GAP	115724	chr16	34023150	34173150					 
nup153_broad_peak_22732	chr21	10743062	10746060	2999	16.66	710.888	389.014	446.641	GENE	116563	chr21	10862622	10863067	IGHV1OR21-1	ENSG00000169861	+	IG_V_gene	 
nup153_broad_peak_1876	chr1	121361460	121368497	7038	13.11	720.047	457.362	455.909	GAP	116938	chr1	121485434	121535434					 
nup153_broad_peak_18614	chr2	6333343	6334367	1025	7.76	552.821	436.248	305.862	GENE	118720	chr2	6453086	6465778	AC017053.1	ENSG00000234275	-	lincRNA	 
nup153_broad_peak_39370	chrX	61800878	61802556	1679	10.31	426.135	327.439	203.407	GAP	118867	chrX	61632012	61682012					 
nup153_broad_peak_36971	chr8	137298858	137300828	1971	8.61	595.683	449.136	348.826	GENE	120494	chr8	137059264	137178365	RP11-149P24.1	ENSG00000253248	+	lincRNA	 
nup153_broad_peak_22753	chr21	10818892	10821145	2254	74.6	223.454	372.887	185.898	GAP	120997	chr21	10647896	10697896					R1_R2_R3_10kb
nup153_broad_peak_1849	chr1	119034149	119035215	1067	11.88	985.757	641.309	686.651	GENE	121742	chr1	119156956	119158269	PSMC1P12	ENSG00000226126	-	pseudogene	 
nup153_broad_peak_28266	chr4	172351311	172352380	1070	15	112.931	665.188	823.292	GENE	121772	chr4	172474151	172485418	RP11-97E7.1	ENSG00000251176	-	lincRNA	 
nup153_broad_peak_17779	chr19	20695711	20696747	1037	11.15	891.245	60.486	601.634	GAP	122297	chr19	20523415	20573415					 
nup153_broad_peak_14077	chr16	35269208	35272019	2812	11.69	561.142	396.365	316.033	GENE	122322	chr16	35146491	35146887	PPP1R1AP2	ENSG00000261084	+	pseudogene	 
nup153_broad_peak_33780	chr7	58019082	58020665	1584	8.39	464.381	371.878	235.756	GENE	122331	chr7	57888037	57896752	RP11-548K12.12	ENSG00000231484	+	pseudogene	 
nup153_broad_peak_11560	chr14	82619433	82620528	1096	8.4	570.668	448.193	320.413	GENE	122741	chr14	82207346	82496693	RP11-666E17.1	ENSG00000259035	+	lincRNA	 
nup153_broad_peak_19583	chr2	78985391	78986445	1055	13.98	843.466	519.094	55.988	GENE	123129	chr2	79109573	79109678	RNU6-827P	ENSG00000202423	+	snRNA	 
nup153_broad_peak_17154	chr18	62340721	62341722	1002	9.33	557.708	432.811	315.889	GENE	123980	chr18	62216690	62216742	RNU7-146P	ENSG00000252818	-	snRNA	 
nup153_broad_peak_33980	chr7	67359546	67360658	1113	10.87	868.424	590.722	581.794	GENE	124092	chr7	67234616	67235455	RP11-421N10.1	ENSG00000223948	-	pseudogene	 
nup153_broad_peak_1875	chr1	121351619	121360543	8925	39.19	103.744	322.448	738.456	GAP	124892	chr1	121485434	121535434					R1_R2_R3_10kb
nup153_broad_peak_33813	chr7	61179524	61180956	1433	6.64	425.707	375.389	201.557	GAP	125194	chr7	58054331	61054331					 
nup153_broad_peak_19263	chr2	56739059	56740241	1183	17.35	917.662	495.768	623.893	GENE	125752	chr2	56411258	56613308	CCDC85A	ENSG00000055813	+	protein_coding	 
nup153_broad_peak_22731	chr21	10733890	10736576	2687	13.34	511.691	347.758	27.468	GENE	126047	chr21	10862622	10863067	IGHV1OR21-1	ENSG00000169861	+	IG_V_gene	R1_R2_R3_10kb
nup153_broad_peak_16357	chr18	2366982	2368025	1044	12.6	105.152	6.768	741.892	GENE	126136	chr18	1883525	2240847	RP11-161I6.2	ENSG00000263745	-	lincRNA	 
nup153_broad_peak_29092	chr5	49532588	49535582	2995	7.58	423.238	35.963	200.561	GAP	126948	chr5	46405641	49405641					 
nup153_broad_peak_2655	chr1	195885697	195886742	1046	12.9	628.066	416.394	372.606	GENE	127385	chr1	196014126	196030203	RP11-476B1.1	ENSG00000227421	-	lincRNA	 
nup153_broad_peak_27715	chr4	115152816	115153904	1089	15.02	13.683	797.259	103.219	GENE	127436	chr4	115025094	115025381	RP11-362M19.1	ENSG00000248716	+	pseudogene	 
nup153_broad_peak_29249	chr5	61309937	61310954	1018	13.15	864.148	544.422	579.367	GENE	127982	chr5	61173936	61181956	CTD-2244C20.2	ENSG00000248199	+	lincRNA	 
nup153_broad_peak_8012	chr12	38098277	38099347	1071	11.19	461.479	342.034	233.358	GENE	128092	chr12	37969251	37970186	RP11-125N22.2	ENSG00000258368	+	pseudogene	 
nup153_broad_peak_22754	chr21	10826407	10828960	2554	12.43	592.027	396.013	34.229	GAP	128512	chr21	10647896	10697896					 
nup153_broad_peak_1896	chr1	121450911	121452616	1706	7.62	523.299	424.282	281.365	GENE	128590	chr1	121315744	121322322	RP11-344P13.1	ENSG00000224857	-	lincRNA	 
nup153_broad_peak_28848	chr5	30118229	30119453	1225	13.61	706.207	447.177	439.363	GENE	129005	chr5	30248457	30249000	RP11-136H13.1	ENSG00000250587	+	pseudogene	 
nup153_broad_peak_30196	chr5	143337948	143338949	1002	12.94	107.193	693.775	758.492	GENE	129612	chr5	142985193	143208337	CTB-57H20.1	ENSG00000249881	+	sense_overlapping	 
nup153_broad_peak_38473	chr9	121657608	121658640	1033	16.51	134.923	775.175	101.738	GENE	130986	chr9	121526145	121526623	TUBB4BP6	ENSG00000231166	+	pseudogene	 
nup153_broad_peak_17879	chr19	27863825	27865122	1298	16.27	67.586	387.542	414.673	GAP	132044	chr19	27681782	27731782					 
nup153_broad_peak_33782	chr7	58029051	58030235	1185	9.69	610.731	450.411	360.525	GENE	132300	chr7	57888037	57896752	RP11-548K12.12	ENSG00000231484	+	pseudogene	 
nup153_broad_peak_17206	chr18	70680995	70682112	1118	10.93	58.864	427.787	339.498	GENE	132362	chr18	70535623	70548634	RP11-676J15.1	ENSG00000263958	+	lincRNA	 
nup153_broad_peak_39918	chrX	141828202	141829202	1001	9.56	692.302	525.504	423.846	GENE	132545	chrX	141961746	141961849	snoU13	ENSG00000239188	-	snoRNA	 
nup153_broad_peak_39373	chrX	61814670	61816460	1791	19.38	962.262	44.976	675.049	GAP	132659	chrX	61632012	61682012					 
nup153_broad_peak_6174	chr11	50649693	50650839	1147	19.16	102.258	507.391	722.107	GAP	133015	chr11	50783853	50833853					 
nup153_broad_peak_13505	chr16	8082530	8084132	1603	12.05	789.741	519.089	513.327	GENE	133098	chr16	7949340	7949433	AC093515.1	ENSG00000222109	-	miRNA	 
nup153_broad_peak_22755	chr21	10831220	10841563	10344	13.55	635.332	403.833	379.041	GAP	133325	chr21	10647896	10697896					 
nup153_broad_peak_24896	chr3	70665492	70666502	1011	6.81	444.691	387.013	215.726	GENE	133773	chr3	70800274	70800501	COX6CP6	ENSG00000240156	+	pseudogene	 
nup153_broad_peak_7990	chr12	37991421	37993907	2487	13.71	503.537	330.526	268.245	GAP	134728	chr12	34856694	37856694					 
nup153_broad_peak_32637	chr6	156563717	156564731	1015	11.11	889.606	602.908	600.104	GENE	135154	chr6	156699884	156699958	SNORD28	ENSG00000212295	+	snoRNA	 
nup153_broad_peak_33783	chr7	58032936	58034391	1456	7.5	434.401	366.919	208.911	GENE	136185	chr7	57888037	57896752	RP11-548K12.12	ENSG00000231484	+	pseudogene	 
nup153_broad_peak_25106	chr3	90447515	90448767	1253	14.01	489.618	327.865	255.556	GENE	136658	chr3	90310564	90310858	RP11-557B13.1	ENSG00000271024	-	pseudogene	 
nup153_broad_peak_39384	chrX	61859307	61860731	1425	8.87	483.649	38.166	251.828	GENE	137990	chrX	61998720	61999796	RP11-3D23.1	ENSG00000236852	+	pseudogene	 
nup153_broad_peak_39375	chrX	61821403	61826307	4905	12.95	519.376	356.218	280.877	GAP	139392	chrX	61632012	61682012					 
nup153_broad_peak_39885	chrX	136266502	136267523	1022	17.1	162.998	879.133	128.131	GENE	139609	chrX	136407131	136407208	RP11-332E4.1	ENSG00000214748	-	pseudogene	 
nup153_broad_peak_38474	chr9	121774786	121775879	1094	12.56	532.905	363.169	292.599	GENE	139858	chr9	121915736	122131745	BRINP1	ENSG00000078725	-	protein_coding	 
nup153_broad_peak_34027	chr7	70443479	70444675	1197	8.99	656.668	497.466	397.446	GENE	140481	chr7	70302724	70302999	RP11-575M4.1	ENSG00000236978	+	pseudogene	 
